pet_mbti,trainer_mbti,mbti_score,activity_match,experience,total_score
ISTP,ENFP,0.6723282521648961,0,6,95.0
INFP,INTJ,0.5579447952716892,5,10,95.0
ESTJ,INFJ,0.6314838603664973,-5,6,69.68707746247794
ISFP,ISTJ,0.6343293382529298,-5,5,79.4018142185026
ISFP,ESFP,0.856292474241344,-5,10,95.0
INFJ,ENTP,0.6241789714713019,-5,6,92.06892206792563
ESFP,ENTP,0.6405854125200596,5,7,95.0
ISTJ,ENFJ,0.8318142923151643,-5,7,95.0
INFP,ISTJ,0.5750261897037928,5,8,95.0
INFP,ESTP,0.8148332214181566,10,9,95.0
ENFJ,INFP,0.7538044922936757,5,9,95.0
ISTJ,ESTP,0.7518028801568772,0,8,95.0
INFJ,ESTJ,0.6533898026848575,-5,5,88.78751705023836
INTJ,ENTJ,0.8786175049351845,5,5,95.0
ISFJ,ISTJ,0.5121495829347379,0,10,95.0
INTJ,INTJ,0.8431582902663228,0,4,95.0
ISFP,ISFJ,0.6390896674523634,5,6,95.0
ENTP,ENTJ,0.519544108053154,10,5,95.0
ENTJ,INFJ,0.8108430888942124,0,10,95.0
INFP,ESFJ,0.5305893155936661,0,4,75.58423462007545
ENTP,INTJ,0.5682492971674307,10,5,95.0
ENFP,ESFJ,0.5511501043679832,0,10,95.0
ENTJ,INTP,0.8880465881827626,5,6,95.0
ENFP,ISTP,0.5619618278477313,-5,9,81.7233702209934
ISTJ,INTP,0.8898038014422811,0,9,95.0
ISFP,ISTP,0.7084289536895187,10,7,95.0
ISFP,ISFJ,0.8425116732088482,0,8,95.0
INFJ,ISTP,0.6129444606220854,-5,5,64.81004164085158
ENTP,INTP,0.8295621166871907,10,4,95.0
INFJ,ESTP,0.5752426382806074,0,9,95.0
INFP,ENFJ,0.7639674559603598,0,7,95.0
ISFJ,ISTJ,0.7027528499312107,5,10,95.0
ISTP,ESFP,0.8120823305370919,-5,7,95.0
INTJ,INFP,0.8261553127983621,5,6,95.0
ENFJ,ENFJ,0.6973743975087904,0,1,82.25002770432646
ISFP,ISTP,0.6629867832327627,0,4,85.74920759605835
ESTJ,ISFP,0.7861729935867718,0,7,95.0
INTJ,INTJ,0.8331984844293282,5,8,95.0
ENTJ,ESFP,0.7574122443924572,10,9,95.0
INTP,INTP,0.5013494080431061,10,8,95.0
ESTP,ENFP,0.7040198168921786,5,3,95.0
ENTJ,INTP,0.6132628120641279,5,9,95.0
ENTJ,INFP,0.5692913282077345,0,2,70.34552852759465
INFJ,ISTJ,0.750249490093389,0,5,94.95197802583598
INTP,ISTJ,0.6454918207172279,0,5,93.85149027252773
ENTJ,ISFP,0.5960657668556785,10,9,95.0
INFJ,ENFJ,0.5943340987252583,0,6,93.72083766112604
ENTJ,ISFJ,0.7762969904068058,0,2,95.0
ISFJ,INFP,0.8401907442389702,-5,6,95.0
ENFP,INFP,0.5328587978930892,0,8,95.0
INFJ,ESFP,0.6490844342953024,-5,5,79.54122689917837
ESTJ,ENFJ,0.763779926292523,0,2,82.84878489815254
ESTP,ENTJ,0.7053143556559995,-5,3,79.82804731523662
INFJ,ISFP,0.7215907818960969,10,7,95.0
ISFP,ENFJ,0.8113112059426486,10,6,95.0
INFJ,ISFJ,0.5009491421056211,5,7,95.0
ENTJ,ENFP,0.5523987279456817,0,10,95.0
ENTJ,ESTP,0.7496875360635149,5,1,94.46289521314974
INFP,INFJ,0.6101659519593268,-5,2,69.45237831728663
ESTJ,ISFP,0.8229940772449988,10,5,95.0
INTJ,ENFP,0.8511240505773219,10,1,95.0
ISTJ,ISTP,0.8922145663464092,0,8,95.0
ENTP,ESFP,0.8937108141941352,5,6,95.0
ENTJ,ISFP,0.7207494914594994,10,1,86.97924443589841
ISTP,ESTJ,0.87211639929818,10,6,95.0
ENTJ,ISFP,0.8935764909799457,10,5,95.0
ESTJ,INTP,0.5345603918132699,10,4,95.0
ENFP,ISTP,0.7891356887747383,5,10,95.0
ISTP,ENFP,0.6768735643731666,10,7,95.0
ENTP,ISFJ,0.7068071084036186,0,5,95.0
ISTP,INFP,0.8202054839047311,-5,7,95.0
ENTJ,ENTP,0.7571043708869136,10,4,95.0
ISFJ,ENTP,0.6323593351805966,-5,6,95.0
ENTP,ESTJ,0.8658419466891685,-5,5,95.0
ISFJ,INTJ,0.5864392281054425,0,6,86.00781251447336
ESFJ,ESFJ,0.8295916271170356,5,8,95.0
ISFP,INTP,0.671051324316651,10,4,95.0
ENFJ,ENTJ,0.5794350355710272,5,1,85.32386813159013
ISFP,INTJ,0.6424490762945074,5,7,95.0
ISTJ,INFP,0.8732951369916682,10,1,95.0
ESTJ,INTP,0.8099722608013835,-5,9,95.0
ENFP,ISTJ,0.5353660123140525,10,2,84.15273639203407
INFJ,ESTP,0.7838170477749185,5,4,95.0
ENTP,ENFP,0.7987045832803006,-5,6,95.0
INTP,ENFJ,0.6460145156162734,-5,9,95.0
ISTP,ISFJ,0.8015787297021351,5,2,95.0
ENTP,ISFP,0.567185203912824,5,10,95.0
INFJ,ISFJ,0.6159833006876013,0,9,95.0
ISTP,ENTP,0.6055912309456671,-5,3,69.20654413607213
ISTP,ISFJ,0.7478594577689593,5,1,91.86462381071263
ESTP,ISFJ,0.770481131961942,5,1,95.0
INFJ,INTP,0.7303430122848769,-5,9,95.0
INTJ,INFP,0.7626333500284377,5,9,95.0
ISFJ,ISTP,0.6043571940076399,0,2,73.68577947413675
ENFP,ISFP,0.5751383913884356,0,10,95.0
ESTP,INTJ,0.7435147877839532,-5,6,81.63841169678014
INTJ,ISFP,0.6670891810214903,10,5,95.0
INTP,ISTP,0.6637972870607691,-5,6,95.0
ENTP,ESFJ,0.6933396509580614,10,10,95.0
ENTP,ESFJ,0.5536974357546333,10,9,95.0
ISTJ,ISFJ,0.7319303249111087,0,6,95.0
ESFJ,ISTP,0.7141492166228394,-5,7,83.46976919735432
INTP,ENTP,0.5271277229579554,5,5,94.70186153919936
ISFJ,INTP,0.6574638427280948,0,2,70.43532200474468
ENFP,ESFP,0.8894279585274334,0,10,95.0
ESFP,INTP,0.8101394995551181,10,8,95.0
ENFJ,ENFJ,0.7544821739489908,5,4,95.0
ISFP,ESTP,0.8328163764735845,0,3,95.0
ENTJ,INTJ,0.8220182455167876,-5,8,95.0
ENTJ,INFP,0.5001378417107814,5,4,71.88025579336461
ISTJ,ESFP,0.7806668627100806,-5,5,95.0
ESTJ,ISTJ,0.7605515188026635,0,2,94.29615114366888
ENFP,ESTJ,0.7964090244244042,10,5,95.0
ESTP,ISFJ,0.8034861063489367,-5,7,95.0
ESFJ,ISFP,0.553989074542701,10,3,92.21729002138238
ISFP,ENFP,0.7200004196833851,5,7,95.0
ENTJ,ENTJ,0.6823328899680225,0,9,95.0
INTP,ESTP,0.8308416482055098,0,4,95.0
ISFJ,INTJ,0.8916163218810644,10,3,95.0
INTP,INFJ,0.5748703000041719,0,3,85.1731540743512
INTJ,ENFP,0.8165104559210614,0,1,95.0
ISTP,ISTJ,0.8995530528847917,-5,7,95.0
INTP,ISFJ,0.8202902320991129,10,10,95.0
ENFP,INFJ,0.566749217017647,0,8,88.47334885050095
ESTJ,INTP,0.7171455599817377,0,4,83.59902465466519
INTJ,ESFJ,0.7198501649977196,5,3,95.0
ESTP,ENTJ,0.5720532309011372,-5,10,95.0
ISFJ,ESFP,0.8251380612836761,5,6,95.0
INTP,ESFP,0.8282644556421842,5,3,95.0
ENFP,ESTJ,0.6316616947755663,0,2,70.90288590472795
ESFJ,ISFJ,0.5736223403008901,10,5,95.0
ENFP,ESFJ,0.6995833799805293,0,9,95.0
ENFP,ESFP,0.7937943654857227,-5,8,95.0
ENFJ,INFJ,0.7535129927482989,10,5,95.0
INTJ,ENTJ,0.5054280108527132,0,7,82.1430323221326
ISFP,ISFP,0.5448768237662781,5,5,94.68043690743195
ISFP,ESFJ,0.662092160079547,5,2,84.3255046878202
ESFJ,ISTJ,0.7246078561608275,5,4,95.0
ENFJ,ENFP,0.7648761536745035,0,10,95.0
INFP,ENTJ,0.854834893570225,-5,2,82.4086452906834
INTP,ESTJ,0.6681155169395103,10,7,95.0
ISTP,ISFJ,0.669422158801031,10,8,95.0
ENFP,ENTP,0.8825151325215514,-5,3,95.0
ENFP,ISFJ,0.8148013152899392,0,2,95.0
ISTJ,ISFJ,0.6185834807540096,5,2,79.04907818673807
INTJ,ISTJ,0.7523602249301906,5,5,95.0
ENFP,INFJ,0.8737482536335817,0,9,95.0
ENFP,ESTJ,0.8699078391186188,0,6,95.0
ENFP,INTJ,0.8662666656209286,0,5,95.0
ESTP,INFP,0.7106357096689557,-5,4,89.07782057291867
INTP,ESFJ,0.6057955274908542,10,1,86.46199597245983
ENTJ,ENTJ,0.8599830529064589,5,9,95.0
ENTP,ISFJ,0.5152457623504462,0,7,87.92961190430874
INFP,INTJ,0.8818901525844511,10,5,95.0
INTJ,ESFP,0.7421877163888881,0,2,89.17500527131337
ISTJ,INTJ,0.6149566226294126,0,3,92.28403110041451
ESTJ,ISFP,0.829369820556501,10,8,95.0
ENTJ,INFP,0.58391361318211,-5,4,69.22193074064559
ESFP,ISFJ,0.8152452544197277,10,2,95.0
ENFJ,ENTP,0.637601691055515,-5,5,85.21090581903348
ESFJ,ESFP,0.8859882029064956,10,3,95.0
ESFJ,ISFP,0.8307501917990736,-5,7,95.0
ENTJ,ESTJ,0.7417595154051522,-5,8,95.0
ISFP,ISTP,0.8216777414364085,-5,5,95.0
INFJ,ENTP,0.8626220194327661,5,3,95.0
ISFP,ESFJ,0.5671777747582133,10,4,93.03156368660805
INFP,ISFP,0.5035619996434774,-5,3,54.27199471601089
ISTP,INFP,0.5939567535707022,-5,4,67.6020972165608
ESTP,INFP,0.8203831607569609,10,10,95.0
INTJ,ENFP,0.8497806744208212,-5,9,95.0
INTP,ESTP,0.7582334393627809,10,8,95.0
ENFP,INTJ,0.7372801759916343,10,10,95.0
ENFP,INFP,0.7961335479262279,10,7,95.0
INFJ,ISFJ,0.8171221130587241,0,9,95.0
ENTJ,ENFJ,0.5609488924421846,-5,2,72.53778265100084
INTP,ESTJ,0.5483004072250998,10,10,95.0
INFJ,ENFJ,0.7327582734645463,-5,3,85.13495614764943
ENTJ,ENFP,0.8362705466039753,-5,8,95.0
ISTP,INFJ,0.8329837869515713,5,10,95.0
ISFJ,INFJ,0.6742892969722273,0,9,95.0
ISFP,ENTP,0.6579082198073452,-5,6,86.06603645666836
ISTJ,ESFP,0.5223004978779409,10,1,82.2320348159584
ISFP,ESFJ,0.603726252639698,-5,1,64.7004728127217
ESFJ,ESTP,0.6014315258215557,0,4,70.15625498335773
INFP,INFJ,0.8228345359108876,-5,9,95.0
ESFJ,ENTP,0.8515878453499942,-5,4,91.60090240488995
ISFP,ENFP,0.732353414775275,5,9,95.0
ENTP,ISFJ,0.7950451853370917,10,2,95.0
INTP,ESTJ,0.596136452299419,0,3,68.0354057113507
ISTJ,INFP,0.882400708220038,5,3,95.0
ISFJ,ENTP,0.6970886760853058,10,4,95.0
ESTP,ENFP,0.7087417601148474,-5,6,95.0
ISFP,ISTJ,0.8226151939812658,0,3,95.0
ENTJ,INTJ,0.7510324369422154,10,9,95.0
ENTP,ENTJ,0.7633579792974221,-5,9,95.0
ISTP,ESTJ,0.6537023733548417,10,4,95.0
ENTP,INFP,0.6248697340800827,5,6,95.0
INFJ,ISTP,0.8957064677717139,-5,3,95.0
INFP,INTP,0.5666080353950904,5,1,74.97910939165502
ESFP,INFJ,0.8029035526517325,5,2,95.0
ENTJ,INTP,0.627055664148464,-5,1,55.81673974071468
ENTJ,ENTJ,0.5970655880813444,10,10,95.0
INTJ,INFP,0.6125823693213643,10,7,95.0
ENFJ,ENTP,0.7685324260289557,-5,7,95.0
ESFJ,ESFP,0.5198932387546109,5,3,77.39883171394605
INFP,ENFP,0.7860659248507593,-5,9,95.0
INTP,ENTP,0.5391665158748684,0,6,79.43566929540125
ENTP,ESFJ,0.5137905659790706,10,5,95.0
INTP,ESFP,0.8881782984185724,10,1,95.0
ENFP,ESTP,0.531791415756478,-5,3,52.12113276140114
ESFJ,ISTJ,0.7225409517237035,5,6,95.0
ESFP,INTJ,0.8216047895705381,5,2,95.0
INFJ,ENFP,0.700395255324958,5,6,95.0
ESTJ,ENTJ,0.5901235486514923,-5,8,92.72996055141091
ISTJ,ISTP,0.5808762626036061,10,8,95.0
ISTP,INTP,0.5024385545340653,0,8,87.66409911040851
INTP,INTP,0.7540846387364245,10,8,95.0
ISFP,ENFJ,0.8715210261505393,10,7,95.0
ISTP,ISTJ,0.5266155786852044,-5,2,51.159745200621046
INFP,ISTJ,0.5865878543464041,-5,1,55.259643247031526
INFP,ISFJ,0.6237335503143846,5,6,95.0
INTJ,ENFJ,0.6705831051950629,0,3,91.22640034447002
ENFP,ENFJ,0.6508288522950288,-5,9,90.9688365869059
ISTJ,ISFJ,0.5949723396515587,0,6,94.15122089775863
ESTJ,ESFP,0.7691779151636775,-5,9,95.0
ISTP,INTJ,0.6803294623986621,10,7,95.0
INFJ,ENFP,0.5410232102899307,10,9,95.0
ISTP,ENTP,0.8958154302219559,10,10,95.0
INFP,ISTJ,0.7863792076265284,0,9,95.0
ENFP,ISFJ,0.8114473562344819,0,1,90.71338859764256
INFP,ESTP,0.699618110970313,-5,4,79.85137620432538
ENFJ,ESFP,0.768716703799958,-5,8,95.0
INTJ,ISTP,0.8017179592941599,-5,1,88.37581968687732
ISFP,INFJ,0.59999479813106,10,7,95.0
ISTP,INTJ,0.6178357608545686,10,4,95.0
INFP,ESFJ,0.6533096451768506,0,9,95.0
ESFP,ISFJ,0.5424428805818537,5,1,76.61192899088168
ESFP,ENTJ,0.7623673249675723,10,4,95.0
ISFP,ENFP,0.5299137523162256,5,4,86.75688400713662
ESTP,ISFJ,0.5340893203225622,5,9,95.0
INFJ,ENFJ,0.5430928912914366,0,10,87.711735356356
ISFP,ISTJ,0.6792491238458914,0,9,95.0
ESTP,ENFJ,0.6240355119742979,-5,3,71.27701766800399
ISTJ,ISFJ,0.7218508531974237,0,2,93.57820519977805
ENFP,ISFJ,0.7661577868512222,-5,6,93.25999195726021
ENFJ,ENFJ,0.5276617384436171,-5,2,54.6898717137935
INTP,ISFP,0.5052486624047657,5,2,77.01926939632331
INTJ,ESTJ,0.5310273343717969,-5,9,89.8013098756967
ISFP,ENTJ,0.8237459041230304,5,2,95.0
ESTJ,ISFP,0.6555166555332318,10,5,95.0
ESTJ,ESTJ,0.6420262421857031,0,2,84.17133662177343
INTP,ENFJ,0.6036510855567124,0,3,75.7044874535696
ENFP,INTP,0.6951053240774441,10,1,95.0
ESTP,INTP,0.5324810298355064,0,8,90.16632636878218
ISTP,INFP,0.7663019899146286,-5,3,90.24720583027857
ISTP,INTP,0.8516213544633731,-5,4,95.0
INFJ,ISTP,0.8406656269462824,10,3,95.0
ISFP,ENTP,0.7769861388421211,0,1,85.41301226919919
ISFJ,INTP,0.5209408558508766,-5,5,59.55503636280337
INFP,INTJ,0.7430462303629669,0,10,95.0
ENFP,ESTP,0.5413048534288216,5,9,95.0
ESTJ,ISFJ,0.8617235665243818,-5,10,95.0
ESFJ,ESFJ,0.6044736683949765,10,4,95.0
ENTP,ENTJ,0.7568607952432438,0,9,95.0
ESFJ,INTJ,0.8722552367113962,0,6,95.0
ENTP,ESFP,0.8641043728900786,5,4,95.0
ENTJ,ENFJ,0.7387299846648279,10,10,95.0
ISTP,ENTJ,0.7160866342862721,-5,9,95.0
INTP,ESTJ,0.5542599770346573,5,9,95.0
ENTJ,INTP,0.6261654568206465,0,3,72.31534728599945
ENFP,ENFJ,0.6727671169007196,-5,7,95.0
ISTJ,ENFP,0.7140921481460066,-5,3,77.848390917784
ISFP,ISFP,0.7944077589823194,-5,9,95.0
INTJ,ENFJ,0.6658726653473087,10,10,95.0
ESTP,ESTP,0.8662905200075937,0,5,95.0
ENTP,ISFJ,0.6209248537645737,-5,2,64.85952258710508
ESTJ,ENFP,0.5220476739368991,10,7,95.0
ESFP,ISTJ,0.8878453027882027,-5,8,95.0
ISFP,ENTJ,0.5222641023022762,0,10,95.0
INFP,INFJ,0.8651399866355818,-5,7,95.0
INTP,ESFJ,0.8247728078329553,10,4,95.0
INTJ,ENTP,0.8430504864857787,-5,5,95.0
ESTP,ENTP,0.5272750025218687,5,6,92.87942027620048
INFP,ENFP,0.7821717909773298,10,10,95.0
ESFJ,ISTP,0.6215013123561551,0,9,95.0
ENFP,ENFP,0.5751798921577195,10,9,95.0
ESFP,INTJ,0.5198509496622638,10,2,88.34416683473907
ESTJ,ISFJ,0.5717876178867836,-5,5,77.92335953482325
ISFJ,ISFJ,0.6282201699868689,-5,5,75.3471325220639
INTJ,INFJ,0.6438891567712134,-5,5,77.10928787862291
ESTP,ISFJ,0.5119391153699866,0,10,95.0
ENTJ,ENFP,0.8166207481280677,0,7,95.0
INFP,ISTP,0.7561868846824482,-5,8,95.0
ENTJ,ENTP,0.7042984297471857,-5,5,84.21303601643355
ENTP,ESFJ,0.5322931253824289,10,6,95.0
ISFJ,ESTP,0.7245439461511587,-5,2,85.29487722860745
INTP,ENFP,0.5585589901100028,0,9,95.0
ESFP,ISFJ,0.6638774835282429,5,5,95.0
ISFJ,ESTJ,0.819926562453374,0,8,95.0
ISTJ,ENTP,0.8471808822288499,-5,7,95.0
INTJ,ENTJ,0.5158551131867297,-5,5,60.58112480764288
INTJ,ENFP,0.7392688915752258,10,7,95.0
ENTP,INTJ,0.6662562030049799,-5,10,95.0
ENTJ,ENTJ,0.551738395428386,5,1,82.93948794758607
ESFP,ISFP,0.8269901495712695,-5,10,95.0
INFJ,ESFP,0.8757100509111945,5,4,95.0
INFP,ESFP,0.7532549706576138,5,9,95.0
ISTP,ENFP,0.6433779499577527,-5,8,95.0
INTP,ENTP,0.5432265881460626,-5,2,50.950160517810666
INTP,ENFP,0.8555360747176757,5,4,95.0
ESFP,ISTJ,0.7901722477309645,0,9,95.0
ENFJ,ENTP,0.6839281733644075,-5,2,71.90014309281061
ESTJ,ENFP,0.7019069875980184,10,5,95.0
INFP,ENFP,0.7553808488800463,0,3,85.81585407866457
INFP,ESTJ,0.679846539980259,0,9,95.0
ISTP,ENFJ,0.6131078958403807,10,10,95.0
ENFJ,ENTP,0.7203610113798612,5,8,95.0
ESTP,ESTJ,0.5237343814140847,10,7,95.0
ISTJ,ISTP,0.6097622643731686,5,8,95.0
ISTJ,ISTP,0.7567452150919987,10,9,95.0
ISTP,ISTP,0.7527490978721179,0,4,91.64188784157024
ENTJ,ESTJ,0.7499536660352275,10,2,95.0
ESFJ,ISFP,0.6740362134843457,10,8,95.0
ESFJ,ENFJ,0.8243132603231367,-5,5,95.0
ENTP,INTJ,0.8077112147212311,10,5,95.0
ISFJ,INTP,0.589475072566417,0,4,79.83674702310557
ESTJ,ENFJ,0.6466582794286939,10,1,95.0
ESFJ,ENFJ,0.5975214528313167,-5,4,67.33072651396103
ISFJ,ISTP,0.8351891435487675,-5,3,95.0
ESTP,ENFJ,0.6800890811831242,0,4,95.0
ENTP,ENFP,0.8960174563217231,-5,4,95.0
INFJ,INFJ,0.7086706638826926,5,3,93.07296813259534
INFJ,ISTJ,0.8549700252231507,-5,1,89.95439916698061
ENFJ,ENTP,0.6272862058599225,-5,4,70.44529562346082
ESTP,ENTP,0.7511332881540183,10,2,95.0
ISTJ,ENTP,0.7467866533546915,-5,2,74.8522033371381
ENTJ,ESFP,0.8356964718207647,-5,8,95.0
ISTJ,ENFP,0.680585656724784,10,5,95.0
ESTJ,ESFJ,0.6095410217958755,0,9,95.0
ENFP,ESTJ,0.814104562393418,10,3,95.0
ISFP,ESFP,0.548468490424549,0,8,82.74816543402373
ISTP,INFP,0.632491267951075,5,1,84.64595630748386
ESFP,ENFP,0.516877403980738,10,1,79.17767804778119
INTP,ENTP,0.7732940895218605,5,9,95.0
ISFJ,ESTJ,0.8679684276727953,0,7,95.0
ISFJ,ENTJ,0.8275318627769697,5,1,95.0
INFJ,ESFJ,0.5256708735460958,5,5,82.95821089304002
INFP,ESTJ,0.5120740671342443,5,7,93.44705736403023
ISFP,ESTP,0.6265345411780074,0,1,74.56182108596867
ESFP,ISTP,0.7117669507784384,-5,6,89.55138637861717
ENTJ,ESFJ,0.6404767231513849,-5,6,81.3058886425135
ENFJ,ENTJ,0.7272547964443429,-5,1,70.7156671952325
INFJ,ISFJ,0.7942308406833698,5,9,95.0
ESFP,ISFJ,0.7734006040869081,0,5,95.0
ESFP,ISTP,0.7652759529612673,0,2,95.0
ESFP,INFJ,0.8966284711354695,5,6,95.0
INFJ,ESFJ,0.857790898562428,5,10,95.0
INTP,ESFJ,0.7091935294619319,0,7,95.0
ISTP,ISFP,0.7946096071657338,0,5,95.0
ISTP,ISFP,0.6212865765563412,-5,7,87.03353921415871
ENTP,INFP,0.6014851470850316,0,9,95.0
INFP,ESTP,0.7266175424893472,0,10,95.0
INTP,ENTP,0.6358764939628602,0,1,72.92469787963483
ENFJ,ESFP,0.6605812851449756,0,9,95.0
INTJ,INFP,0.7269347537368894,-5,9,95.0
INTP,ISFJ,0.7401410425171062,-5,4,95.0
ESTJ,ESTP,0.521845884967717,10,3,88.73321994099385
ESFP,INTJ,0.7648042390530295,0,1,95.0
ESFP,ESFJ,0.5418473234378516,5,8,89.23710592468908
ISFP,INTP,0.5942282721346975,10,6,95.0
ISFJ,ISFJ,0.6926275319196176,10,8,95.0
ESTP,ISTP,0.7417692388288721,0,7,95.0
ENTP,INTJ,0.5322562345514309,10,1,86.16319427294391
ENFP,ENTJ,0.6434177697848975,-5,3,80.09300258305147
ISFP,ENTP,0.7989191172257113,-5,5,95.0
ISTJ,ISTP,0.6055813842542215,-5,10,95.0
ENTP,ENFP,0.7404399513727818,5,9,95.0
INTP,ENFP,0.5291649887526204,0,4,67.31516815791177
ISFJ,INFP,0.727049637172915,-5,4,90.97905840976743
ISTJ,ENTP,0.6363616830751806,-5,6,76.06472199181349
ESFJ,ESTP,0.6039807629447095,10,9,95.0
ENFJ,ISTJ,0.7936320196169921,10,7,95.0
ESFJ,ESTJ,0.803186149698778,5,2,95.0
ESFP,ISFP,0.8928497213443425,-5,7,95.0
INFP,ESFP,0.6302989367069247,0,2,70.33736605017776
ENFJ,ESTP,0.6785356487162979,10,4,95.0
ENTJ,ESTJ,0.7828048925092643,0,10,95.0
INFP,ESFP,0.7276301565413238,10,9,95.0
ISFP,ISFJ,0.7691055909027245,10,9,95.0
ENFJ,ENFP,0.516949717415173,10,5,91.79060044174025
ENFJ,ESFP,0.5690989921529805,-5,1,57.07337363899951
ENTJ,ISFJ,0.7890227272766415,5,5,95.0
ISFP,ISFP,0.8402957505657711,0,7,95.0
ESFP,INFJ,0.6822680207920587,-5,2,64.53543126015852
ISTJ,ENTP,0.6032687738595952,-5,8,95.0
ISTJ,ISFP,0.52821694880089,-5,6,72.64737697007803
ISFJ,ENTJ,0.6968205942415241,-5,9,84.25913217122455
ENFP,ENFP,0.8287141126146795,0,2,95.0
ENFP,INFP,0.8699279569790739,-5,7,95.0
INTJ,ISFJ,0.7301471912545151,-5,5,85.60095484977705
ENFP,ISTJ,0.5543388217137183,10,5,95.0
ISFP,ESFJ,0.5797250814386272,0,3,81.06780838136521
ENTP,ENFP,0.5425575012694694,0,5,87.73287615315989
INTP,INFJ,0.6435627661947129,0,10,95.0
INFP,ESFP,0.8489053576008072,-5,9,95.0
ESTP,ENFJ,0.754887709945243,5,8,95.0
INTJ,INTJ,0.5350482175273646,10,8,95.0
ISTJ,ENFJ,0.5644079078258735,10,4,95.0
ISFJ,INFJ,0.8082714376951508,-5,3,79.69429291178002
ISTP,INTJ,0.8619684490955699,-5,2,79.14093595466935
INFP,ISFP,0.728890487037384,-5,2,78.14054479719493
ISTJ,ESFP,0.8780511174311587,0,4,95.0
INFP,ISFJ,0.8420053443182933,5,3,95.0
INTP,ENTP,0.5858688599159212,5,7,95.0
ISTJ,ENFJ,0.8061152846538544,10,9,95.0
ISFJ,ESTJ,0.681089041025096,5,4,95.0
INFP,ESFJ,0.628928344169131,0,9,95.0
ISTP,ISFP,0.5486901006859415,-5,3,62.99450694505204
ENFJ,ENTJ,0.5420338346992438,-5,10,85.77457593779964
ESTJ,ISFJ,0.8714472902837365,-5,9,95.0
ESTJ,ESFJ,0.7326141022213077,0,8,95.0
ESTJ,INFP,0.7576883430363275,0,8,95.0
ISTP,ISTP,0.776503404366776,0,9,95.0
INTP,ESTJ,0.7180224479216424,-5,7,95.0
ISFJ,ESTJ,0.6947700613683245,-5,10,95.0
INFJ,ENFP,0.5447309351731907,5,7,94.27853707517905
ESTP,ISTP,0.5166584687277057,5,3,76.5214797609031
ENTP,ESTJ,0.699630362967345,10,4,95.0
ISTJ,ENFJ,0.6252848633807446,5,4,92.86820824874115
ENTJ,INTP,0.5519496454000024,5,10,95.0
ENFJ,ENFJ,0.788462752130181,-5,2,83.11095095160621
ISFP,ESFJ,0.6741623639787433,5,10,95.0
ISTJ,INFP,0.6711188019483985,-5,3,73.74437223670103
ENTP,ESFP,0.7741553738922475,10,5,95.0
ISTP,ESFJ,0.5918424221195933,0,5,92.03736406243722
ISFP,ENTP,0.6096445344614052,5,8,95.0
ESFP,INTJ,0.788434065499011,10,9,95.0
ENFP,ESTJ,0.8714927956346468,0,5,95.0
ESTP,ESFP,0.5395135397714425,10,5,95.0
INTJ,ISFP,0.6387486705304248,10,4,95.0
INFP,ISTP,0.732470182236195,0,4,95.0
ESFJ,ESFP,0.8265506509871723,0,4,95.0
ISTJ,ISTP,0.5426870666250831,10,9,95.0
ESTP,ISFP,0.7102078389772412,-5,8,95.0
ENFP,ESFP,0.8676174406881936,0,9,95.0
ESTP,ENFJ,0.7673061655641054,-5,6,92.56780852386613
ISFP,ISFJ,0.5498178063854021,10,2,95.0
ENFP,ESTP,0.8477997541652658,10,1,95.0
ESFJ,ESFJ,0.5083425501752551,-5,10,87.74849520165114
ISTP,ISTJ,0.6035442146691374,0,2,73.30589327817498
ISFP,ESTJ,0.7264744821706087,-5,8,95.0
ENFP,INTP,0.7216638346803934,0,7,95.0
ISFJ,ESTP,0.7043963746721568,0,2,82.4697646080642
ESTJ,INTP,0.8919403626232214,10,6,95.0
ISFJ,ISTP,0.6195401394907558,5,9,95.0
ENFP,INFJ,0.6309138060092381,5,4,91.1088094236418
ESFJ,ISFJ,0.5889358050024702,10,7,95.0
INFJ,ESFP,0.7504715230531931,-5,8,95.0
ENTP,INTP,0.783684840055444,-5,3,93.42462555114707
ISTP,ESFJ,0.8013652414560127,0,10,95.0
ENTJ,INTP,0.772986769976267,0,7,95.0
ESTJ,INTP,0.6476159949417564,0,9,95.0
INTP,ENTJ,0.6379866580951782,10,5,95.0
INFJ,ESTP,0.6731363567703372,-5,6,90.2008706330083
ISFP,INFP,0.6237125749408496,10,3,93.66386274187677
INFJ,ENTP,0.615515868307577,-5,2,69.57414554867455
ENTP,ISFJ,0.5549420285726936,5,1,79.18817072320945
ENTP,ESTP,0.6509077088298458,10,6,95.0
ESTP,INFP,0.6868678245178059,0,8,95.0
ISFP,ESTJ,0.5268064522103622,10,2,92.817546286425
ESFJ,ENTJ,0.5147076681031206,5,2,73.01434078260442
ESFP,ISFP,0.6303631582084911,10,8,95.0
INFJ,ISFP,0.6825783302474797,10,1,95.0
ENFJ,ENFJ,0.5289560223660609,5,8,95.0
ENTP,ENTJ,0.6610154921131453,-5,4,79.54801918209246
ENTJ,ESFJ,0.729522356106441,-5,2,79.37071631957748
ESTP,ESTJ,0.6760552559488588,10,3,95.0
ENTJ,ESTJ,0.8244048854554165,5,2,95.0
ENTP,ESTP,0.5753593326703336,0,6,84.31255624806806
ISFJ,INTJ,0.7410025892484199,10,9,95.0
ISTJ,ISFJ,0.7174648520384888,10,4,95.0
